rank,sample_index,class_id,selected_count_before_add,dynamic_k,old_mean_shift,new_mean_shift,dist_improve_raw,div_raw,sa_z,dds_z,div_z,dist_z,sa_component,dds_component,div_component,dist_component,total
1,35922,9,10,3,0.0558064766228199,0.046118393540382385,0.009688083082437515,1.4129589796066284,-3.750410318374634,2.4361562728881836,3.6736392974853516,2.4271798133850098,-1.0160728693008423,0.7479565739631653,1.5504729747772217,0.24271798133850098,1.5250747203826904
2,36756,9,10,3,0.0558064766228199,0.04511236771941185,0.01069410890340805,1.4095927476882935,-1.8978474140167236,1.183689832687378,2.710279703140259,2.889397382736206,-0.5141707062721252,0.3634202778339386,1.143883466720581,0.2889397442340851,1.2820727825164795
3,17218,9,10,3,0.0558064766228199,0.046851158142089844,0.008955318480730057,1.4079678058624268,-2.1157913208007812,2.108612060546875,2.245248317718506,2.0905120372772217,-0.5732167363166809,0.6473928689956665,0.9476152658462524,0.2090512067079544,1.2308427095413208
4,6945,9,10,3,0.0558064766228199,0.046904608607292175,0.008901868015527725,1.407716989517212,-1.1159617900848389,1.2956085205078125,2.173468828201294,2.0659542083740234,-0.3023398220539093,0.3977819085121155,0.9173204898834229,0.20659542083740234,1.219357967376709
5,16249,9,10,3,0.0558064766228199,0.046370986849069595,0.009435489773750305,1.4103178977966309,-2.24165415763855,1.0766063928604126,2.9178056716918945,2.311126232147217,-0.6073158979415894,0.3305431604385376,1.2314705848693848,0.23111262917518616,1.1858104467391968
6,20726,9,10,3,0.0558064766228199,0.04565175995230675,0.010154716670513153,1.4093157052993774,-1.614530086517334,0.6841580867767334,2.6309947967529297,2.6415741443634033,-0.4374135136604309,0.21005243062973022,1.1104209423065186,0.26415741443634033,1.1472172737121582
7,27765,9,10,3,0.0558064766228199,0.0481308251619339,0.007675651460886002,1.4087046384811401,-3.4541079998016357,2.713787794113159,2.456117630004883,1.502570390701294,-0.9357976913452148,0.8331958651542664,1.0366134643554688,0.15025703608989716,1.0842686891555786
8,41724,9,10,3,0.0558064766228199,0.045635636895895004,0.010170839726924896,1.4074702262878418,-2.5264198780059814,1.9531404972076416,2.102849245071411,2.648981809616089,-0.6844655275344849,0.5996595025062561,0.8875152468681335,0.2648981809616089,1.0676074028015137
9,17203,9,10,3,0.0558064766228199,0.0478966161608696,0.007909860461950302,1.4054756164550781,-1.0472187995910645,1.7115434408187866,1.5320250988006592,1.6101773977279663,-0.28371578454971313,0.5254836082458496,0.6465967893600464,0.1610177457332611,1.0493823289871216
10,18733,9,10,3,0.0558064766228199,0.04642327502369881,0.009383201599121094,1.4104000329971313,-2.1216156482696533,0.43818172812461853,2.9413113594055176,2.287102460861206,-0.5747947096824646,0.13453197479248047,1.2413911819458008,0.22871024906635284,1.0298386812210083
11,12405,9,10,3,0.0558064766228199,0.04640566185116768,0.009400814771652222,1.4081100225448608,-1.2444920539855957,0.5043618083000183,2.2859482765197754,2.2951948642730713,-0.337161660194397,0.1548507958650589,0.9647928476333618,0.22951948642730713,1.0120015144348145
12,38621,9,10,3,0.0558064766228199,0.04844367876648903,0.007362797856330872,1.408258318901062,-1.5522398948669434,1.0206483602523804,2.3283884525299072,1.3588300943374634,-0.42053765058517456,0.3133627474308014,0.9827048778533936,0.13588301837444305,1.0114129781723022
13,47828,9,10,3,0.0558064766228199,0.04733952507376671,0.008466951549053192,1.4084869623184204,-1.552852749824524,0.6815707087516785,2.393822193145752,1.866132378578186,-0.4207036793231964,0.209258034825325,1.0103213787078857,0.18661324679851532,0.985489010810852
14,433,9,10,3,0.0558064766228199,0.046271808445453644,0.009534668177366257,1.4081305265426636,-1.9582785367965698,1.0142605304718018,2.291816234588623,2.3566935062408447,-0.5305429100990295,0.3114015460014343,0.9672694206237793,0.2356693595647812,0.9837974309921265
15,5157,9,10,3,0.0558064766228199,0.045967765152454376,0.009838711470365524,1.4111744165420532,-2.025319814682007,-0.24972034990787506,3.1629271507263184,2.4963858127593994,-0.5487059354782104,-0.07666994631290436,1.3349249362945557,0.24963858723640442,0.9591876268386841
